document_family,family_type,reviewed_documents,member_documents,distinct_archives,distinct_reviewers,models_represented,modernised_tokens,included_annotations,included_assignments,pooled_annotations_per_1000_tokens,minimum_document_annotation_rate,median_document_annotation_rate,maximum_document_annotation_rate,flagged_documents,model_1,model_1_documents,model_2,model_2_documents
BnF_174_02,singleton,1,BnF_174_02,1,1,1,306,18,18,58.8235294117647,58.8235294117647,58.8235294117647,58.8235294117647,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Inquisicion_v1568A_exp152_fs115-116v_03,singleton,1,AGN_Inquisicion_v1568A_exp152_fs115-116v_03,1,1,1,223,13,13,58.29596412556054,58.29596412556054,58.29596412556054,58.29596412556054,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Marina_v031A_exp02_fs85-92_11,singleton,1,AGN_Marina_v031A_exp02_fs85-92_11,1,1,1,122,7,7,57.37704918032787,57.37704918032787,57.37704918032787,57.37704918032787,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
UIA_Ms149_Exp3_43,singleton,1,UIA_Ms149_Exp3_43,1,1,1,297,17,21,57.23905723905724,57.23905723905724,57.23905723905724,57.23905723905724,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_111_21,singleton,1,BnF_111_21,1,1,1,494,27,27,54.655870445344135,54.655870445344135,54.655870445344135,54.655870445344135,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Marina_v002_exp024_005,singleton,1,AGN_Marina_v002_exp024_005,1,1,1,110,6,6,54.54545454545454,54.54545454545454,54.54545454545454,54.54545454545454,0,GPT OSS 120B · 8 000 TPM,1,Llama 3.3 70B · 12 000 TPM,0
BnF_111_27,singleton,1,BnF_111_27,1,1,1,570,31,35,54.385964912280706,54.38596491228071,54.38596491228071,54.38596491228071,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
UIA_Ms149_Exp3_31,singleton,1,UIA_Ms149_Exp3_31,1,1,1,282,15,16,53.191489361702125,53.191489361702125,53.191489361702125,53.191489361702125,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Inquisicion_v1570A_exp134_fs159-160v_02,singleton,1,AGN_Inquisicion_v1570A_exp134_fs159-160v_02,1,1,1,113,6,6,53.097345132743364,53.09734513274336,53.09734513274336,53.09734513274336,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_111_22,singleton,1,BnF_111_22,1,1,1,569,29,36,50.966608084358526,50.966608084358526,50.966608084358526,50.966608084358526,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_IndiferenteVirreinal_caja4071_exp024_1,singleton,1,AGN_IndiferenteVirreinal_caja4071_exp024_1,1,1,1,276,14,19,50.72463768115942,50.72463768115942,50.72463768115942,50.72463768115942,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_174_04,singleton,1,BnF_174_04,1,1,1,636,32,32,50.314465408805034,50.31446540880504,50.31446540880504,50.31446540880504,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_266_10,singleton,1,BnF_266_10,1,1,1,800,40,48,50.0,50.0,50.0,50.0,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_244_03,singleton,1,BnF_244_03,1,1,1,283,14,14,49.46996466431095,49.46996466431095,49.46996466431095,49.46996466431095,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGI_PATRONATO_181_R13_1,singleton,1,AGI_PATRONATO_181_R13_1,1,1,1,329,16,20,48.632218844984806,48.632218844984806,48.632218844984806,48.632218844984806,0,GPT OSS 120B · 8 000 TPM,1,Llama 3.3 70B · 12 000 TPM,0
BnF_110_09,singleton,1,BnF_110_09,1,1,1,369,17,18,46.070460704607044,46.07046070460704,46.07046070460704,46.07046070460704,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGI_CONTRATACION_1091_N3_098,singleton,1,AGI_CONTRATACION_1091_N3_098,1,1,1,180,8,8,44.44444444444444,44.44444444444444,44.44444444444444,44.44444444444444,0,GPT OSS 120B · 8 000 TPM,1,Llama 3.3 70B · 12 000 TPM,0
BnF_266_03,singleton,1,BnF_266_03,1,1,1,766,34,40,44.38642297650131,44.38642297650131,44.38642297650131,44.38642297650131,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_244_05,singleton,1,BnF_244_05,1,1,1,280,12,12,42.857142857142854,42.85714285714285,42.85714285714285,42.85714285714285,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_119-148_24,singleton,1,BnF_119-148_24,1,1,1,284,12,12,42.25352112676056,42.25352112676056,42.25352112676056,42.25352112676056,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_394_07,singleton,1,BnF_394_07,1,1,1,413,17,21,41.16222760290557,41.16222760290557,41.16222760290557,41.16222760290557,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BP_CM_R494_156_2,singleton,1,BP_CM_R494_156_2,1,1,1,366,15,15,40.983606557377044,40.98360655737704,40.98360655737704,40.98360655737704,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_266_07,singleton,1,BnF_266_07,1,1,1,923,35,38,37.91982665222102,37.91982665222102,37.91982665222102,37.91982665222102,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_243_17,singleton,1,BnF_243_17,1,1,1,400,15,15,37.5,37.5,37.5,37.5,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BP_CM_32386_007_2,singleton,1,BP_CM_32386_007_2,1,1,1,358,13,13,36.312849162011176,36.312849162011176,36.312849162011176,36.312849162011176,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
utblac_eog_v_41_orig_03,singleton,1,utblac_eog_v_41_orig_03,1,1,1,166,6,6,36.144578313253014,36.14457831325301,36.14457831325301,36.14457831325301,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
UIA_Ms149_Exp3_04,singleton,1,UIA_Ms149_Exp3_04,1,1,1,285,10,11,35.08771929824561,35.08771929824561,35.08771929824561,35.08771929824561,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
utblac_wbs_1433,singleton,1,utblac_wbs_1433_duplicated_1,1,1,1,544,19,22,34.9264705882353,34.9264705882353,34.9264705882353,34.9264705882353,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Marina_v004_exp006_005,singleton,1,AGN_Marina_v004_exp006_005,1,1,1,87,3,3,34.48275862068965,34.48275862068965,34.48275862068965,34.48275862068965,0,GPT OSS 120B · 8 000 TPM,1,Llama 3.3 70B · 12 000 TPM,0
utblac_JGI_XXIII-09_Amula_25,singleton,1,utblac_JGI_XXIII-09_Amula_25,1,1,1,146,5,8,34.24657534246575,34.24657534246575,34.24657534246575,34.24657534246575,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_264_12,singleton,1,BnF_264_12,1,1,1,819,28,32,34.188034188034194,34.188034188034194,34.188034188034194,34.188034188034194,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_117_08,singleton,1,BnF_117_08,1,1,1,273,9,12,32.96703296703297,32.96703296703297,32.96703296703297,32.96703296703297,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_243_18,singleton,1,BnF_243_18,1,1,1,456,15,17,32.89473684210526,32.89473684210526,32.89473684210526,32.89473684210526,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Tierras_v2963_exp059_24,singleton,1,AGN_Tierras_v2963_exp059_24,1,1,1,122,4,5,32.786885245901644,32.786885245901644,32.786885245901644,32.786885245901644,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_394_10,singleton,1,BnF_394_10,1,1,1,502,16,16,31.872509960159363,31.872509960159363,31.872509960159363,31.872509960159363,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_167_29,singleton,1,BnF_167_29,1,1,1,285,9,9,31.578947368421055,31.57894736842105,31.57894736842105,31.57894736842105,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_119-148_16,singleton,1,BnF_119-148_16,1,1,1,223,7,9,31.390134529147982,31.390134529147986,31.390134529147986,31.390134529147986,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_IndiferenteVirreinal_caja4156_exp025,singleton,1,AGN_IndiferenteVirreinal_caja4156_exp025,1,1,1,128,4,4,31.25,31.25,31.25,31.25,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Inquisicion_v1568A_exp152_fs115-116v_01,singleton,1,AGN_Inquisicion_v1568A_exp152_fs115-116v_01,1,1,1,258,8,9,31.007751937984494,31.00775193798449,31.00775193798449,31.00775193798449,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_118_06,singleton,1,BnF_118_06,1,1,1,279,8,10,28.67383512544803,28.67383512544803,28.67383512544803,28.67383512544803,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_167_25,singleton,1,BnF_167_25,1,1,1,389,11,11,28.27763496143959,28.27763496143959,28.27763496143959,28.27763496143959,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Inquisicion_v1568A_exp152_fs115-116v_04,singleton,1,AGN_Inquisicion_v1568A_exp152_fs115-116v_04,1,1,1,40,1,1,25.0,25.0,25.0,25.0,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_GralParte_v001_exp1020_01,singleton,1,AGN_GralParte_v001_exp1020_01,1,1,1,338,8,8,23.668639053254438,23.66863905325444,23.66863905325444,23.66863905325444,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_117_14,singleton,1,BnF_117_14,1,1,1,334,7,7,20.958083832335326,20.958083832335326,20.958083832335326,20.958083832335326,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_RealesCedDup_v003_exp334,singleton,1,AGN_RealesCedDup_v003_exp334,1,1,1,338,7,7,20.710059171597635,20.710059171597635,20.710059171597635,20.710059171597635,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_266_06,singleton,1,BnF_266_06,1,1,1,822,17,18,20.68126520681265,20.68126520681265,20.68126520681265,20.68126520681265,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_244_02,singleton,1,BnF_244_02,1,1,1,146,3,3,20.54794520547945,20.54794520547945,20.54794520547945,20.54794520547945,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
LoC_HPKraus_138_new_07,singleton,1,LoC_HPKraus_138_new_07,1,1,1,295,6,6,20.338983050847457,20.338983050847457,20.338983050847457,20.338983050847457,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
utblac_JGI_XXV-05_Tequixquiac_25,singleton,1,utblac_JGI_XXV-05_Tequixquiac_25,1,1,1,298,5,5,16.778523489932887,16.778523489932887,16.778523489932887,16.778523489932887,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGI_PATRONATO_181_R13_2,singleton,1,AGI_PATRONATO_181_R13_2,1,1,1,312,5,5,16.025641025641026,16.025641025641026,16.025641025641026,16.025641025641026,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGS_CE_RG_L379_05,singleton,1,AGS_CE_RG_L379_05,1,1,1,189,3,3,15.873015873015872,15.873015873015872,15.873015873015872,15.873015873015872,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_174_06,singleton,1,BnF_174_06,1,1,1,641,10,11,15.600624024960998,15.600624024960998,15.600624024960998,15.600624024960998,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_174_05,singleton,1,BnF_174_05,1,1,1,663,10,11,15.082956259426847,15.082956259426847,15.082956259426847,15.082956259426847,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_113_25,singleton,1,BnF_113_25,1,1,1,598,9,9,15.050167224080267,15.050167224080267,15.050167224080267,15.050167224080267,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_116_06,singleton,1,BnF_116_06,1,1,1,133,2,2,15.037593984962406,15.037593984962406,15.037593984962406,15.037593984962406,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_117_15,singleton,1,BnF_117_15,1,1,1,136,2,2,14.705882352941176,14.705882352941176,14.705882352941176,14.705882352941176,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_283_12,singleton,1,BnF_283_12,1,1,1,553,8,8,14.466546112115731,14.466546112115733,14.466546112115733,14.466546112115733,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_119-148_13,singleton,1,BnF_119-148_13,1,1,1,279,4,5,14.336917562724015,14.336917562724016,14.336917562724016,14.336917562724016,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BNE_ms3047_3,singleton,1,BNE_ms3047_3,1,1,1,462,5,5,10.822510822510822,10.822510822510822,10.822510822510822,10.822510822510822,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_RealesCedDup_v016_exp515,singleton,1,AGN_RealesCedDup_v016_exp515,1,1,1,316,3,3,9.49367088607595,9.49367088607595,9.49367088607595,9.49367088607595,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_167_03,singleton,1,BnF_167_03,1,1,1,440,4,4,9.09090909090909,9.09090909090909,9.09090909090909,9.09090909090909,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_283_05,singleton,1,BnF_283_05,1,1,1,564,5,8,8.865248226950355,8.865248226950355,8.865248226950355,8.865248226950355,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
LoC_HPKraus_138_new_14,singleton,1,LoC_HPKraus_138_new_14,1,1,1,232,2,2,8.620689655172413,8.620689655172413,8.620689655172413,8.620689655172413,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGI_PATRONATO_182_R3_03,singleton,1,AGI_PATRONATO_182_R3_03,1,1,1,248,2,2,8.064516129032258,8.064516129032258,8.064516129032258,8.064516129032258,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
AGN_Congregaciones_v001_exp076,singleton,1,AGN_Congregaciones_v001_exp076,1,1,1,374,3,3,8.02139037433155,8.02139037433155,8.02139037433155,8.02139037433155,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_167_04,singleton,1,BnF_167_04,1,1,1,458,3,3,6.550218340611353,6.550218340611353,6.550218340611353,6.550218340611353,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_283_03,singleton,1,BnF_283_03,1,1,1,460,3,3,6.521739130434782,6.521739130434782,6.521739130434782,6.521739130434782,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
utblac_JGI_XXIV-11_Justlahuaca_57,singleton,1,utblac_JGI_XXIV-11_Justlahuaca_57,1,1,1,307,2,2,6.514657980456026,6.514657980456026,6.514657980456026,6.514657980456026,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
utblac_eog_wbs_procesal_sample_01_10,singleton,1,utblac_eog_wbs_procesal_sample_01_10,1,1,1,191,1,1,5.235602094240838,5.235602094240838,5.235602094240838,5.235602094240838,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
BnF_167_10,singleton,1,BnF_167_10,1,1,1,437,2,2,4.576659038901602,4.576659038901602,4.576659038901602,4.576659038901602,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
UIA_Ms149_Exp3_08,singleton,1,UIA_Ms149_Exp3_08,1,1,1,296,1,1,3.3783783783783785,3.3783783783783785,3.3783783783783785,3.3783783783783785,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
utblac_eog_v_41_orig_10,singleton,1,utblac_eog_v_41_orig_10,1,1,1,15,0,0,0.0,0.0,0.0,0.0,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
utblac_wbs_0886,singleton,1,utblac_wbs_0886_duplicated_2,1,1,1,30,0,0,0.0,0.0,0.0,0.0,0,GPT OSS 120B · 8 000 TPM,0,Llama 3.3 70B · 12 000 TPM,1
