filename_stem,reviewer_packet,annotation_id,annotated_text,start,end,paragraph,document_id_internal,entity_position,error_code,error_category,field_code,subrule,rule_combination_valid,validation_issue,is_unique_mode,status,related_to,related_text,related_key,annotation_json_path,effective_error_code,effective_error_category,effective_field_code,effective_subrule,effective_rule_combination_valid,include_in_analysis,resolution_action,resolution_source,review_note,human_decision,corrected_error_code,corrected_field_code,invalid_combination_policy
BP_CM_R494_156_2,1,1316,estartid;,585,594,s1p1,7,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BP_CM_R494_156_2_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BP_CM_R494_156_2,1,1317,tero,976,980,s1p1,7,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BP_CM_R494_156_2_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_167_03,1,1053,cosas.,1684,1690,s1p1,14,1,e_6,Cambios,f_662,Deleción,True,,True,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_03_GT_moderno.ann.json,e_6,Cambios,f_662,Deleción,True,True,valid,automatic_validation,,,,,exclude_all
BnF_167_03,1,1054,Descubrimiento,1992,2006,s1p1,14,1,e_6,Cambios,f_66664,Otros,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_03_GT_moderno.ann.json,e_6,Cambios,f_66664,Otros,True,True,valid,automatic_validation,,,,,exclude_all
BnF_167_03,1,1056,fuésemos;,2070,2079,s1p1,14,1,e_4,Puntuación,f_442,"Coma (,)",True,,True,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_03_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_167_03,1,1334,había:,975,981,s1p1,14,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_03_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_167_04,1,1335,Norte;,1143,1149,s1p1,15,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_04_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_167_04,1,1336,verlos;,1435,1442,s1p1,15,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_04_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_167_04,1,1337,causa;,2147,2153,s1p1,15,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_04_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,952,Sor,16,19,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,953,Gral,21,25,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,954,Dn,27,29,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,955,P,47,48,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,True,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,987,Theniente,107,116,s1p1,16,1,e_1,Filológicas - mecánicas,f_1111116,Simplificación de grupos consonánticos,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_1,Filológicas - mecánicas,f_1111116,Simplificación de grupos consonánticos,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,993,S,272,273,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,997,S,365,366,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1004,S,979,980,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1010,S,1270,1271,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1015,S,1596,1597,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1023,V,269,270,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1026,V,362,363,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1032,V,976,977,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1037,V,1267,1268,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1040,V,1593,1594,s1p1,16,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1045,"Provincias,",332,343,s1p1,16,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1050,Provincia.,93,103,s1p1,16,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_02,1,1052,Provincia.,1318,1328,s1p1,16,1,e_4,Puntuación,f_41,Punto (.),True,,True,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_02_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1225,Teniente:,30,39,s1p1,17,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1229,hay;,557,561,s1p1,17,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1230,bestias:,1225,1233,s1p1,17,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1231,gente:,1500,1506,s1p1,17,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1232,agua;,1605,1610,s1p1,17,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1234,llanos,1714,1720,s1p1,17,1,e_6,Cambios,f_6663,Sustitución,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_6,Cambios,f_6663,Sustitución,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1235,serritos,1724,1732,s1p1,17,1,e_1,Filológicas - mecánicas,f_1113,Regularización de sibilantes,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_1,Filológicas - mecánicas,f_1113,Regularización de sibilantes,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1340,tizamos;,0,8,s1p1,17,1,e_6,Cambios,f_61,Inserción,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_6,Cambios,f_61,Inserción,True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1340,tizamos;,0,8,s1p1,17,2,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1341,antes:,2617,2623,s1p1,17,1,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
BnF_174_06,1,1342,todos:,2757,2763,s1p1,17,1,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_06_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
BnF_283_12,1,1236,embriaguez;,2257,2268,s1p1,18,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_12_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_283_12,1,1343,Mendoza:,229,237,s1p1,18,1,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_12_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
BnF_283_12,1,1344,dice:,1053,1058,s1p1,18,1,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_12_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
BnF_283_12,1,1345,Mexicana:,1260,1269,s1p1,18,1,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_12_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
BnF_283_12,1,1346,cárcel;,1344,1351,s1p1,18,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_12_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_283_12,1,1347,clase;,1381,1387,s1p1,18,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_12_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
BnF_283_12,1,1348,marcaba:,1523,1531,s1p1,18,1,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_12_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
BnF_283_12,1,1349,apedreadas:,1616,1627,s1p1,18,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_12_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
UIA_Ms149_Exp3_08,1,1318,siguiente:,432,442,s1p1,8,1,e_4,Puntuación,f_442,"Coma (,)",True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_08_GT_moderno.ann.json,e_4,Puntuación,f_442,"Coma (,)",True,True,valid,automatic_validation,,,,,exclude_all
utblac_eog_wbs_procesal_sample_01_10,1,907,"Azevedo, saque",287,301,s1p1,10,1,e_6,Cambios,f_662,Deleción,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_1/01_ANNOTATOR_2026-07-30T23_50_46_923Z_data_export/data_ANN_export_anotations/ANN_Documents/utblac_eog_wbs_procesal_sample_01_10_GT_moderno.ann.json,e_6,Cambios,f_662,Deleción,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2139,rego,14,18,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,True,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2141,Vo,33,35,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,True,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2143,nda,86,89,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2144,esta,102,106,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2144,esta,102,106,s1p1,8,2,e_6,Cambios,f_61,Inserción,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_6,Cambios,f_61,Inserción,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2145,Cata,107,111,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2146,franco,0,6,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2147,franco,129,135,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2148,Vo,401,403,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2149,hubiere y,461,470,s1p1,8,1,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2152,qta,479,482,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2153,dho,496,499,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2155,siguientes Un,602,615,s1p1,8,1,e_4,Puntuación,f_41,Punto (.),True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_4,Puntuación,f_41,Punto (.),True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2156,no.,630,633,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,True,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2157,No.,708,711,s1p1,8,1,e_3,Abreviaturas,f_31,Expansión completa,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_3,Abreviaturas,f_31,Expansión completa,True,True,valid,automatic_validation,,,,,exclude_all
AGI_CONTRATACION_1089_N8_151,2,2158,baras,645,650,s1p1,8,1,e_2,Filológicas - instrucciones,,,True,,False,Saved,-1,,,intermediate/extracted_exports/reviewer_packet_2/01_ANNOTATOR_2026-08-05T15_17_51_488Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1089_N8_151_GT_moderno.ann.json,e_2,Filológicas - instrucciones,,,True,True,valid,automatic_validation,,,,,exclude_all
