filename_stem,filename,archive,reviewer_packet,model,annotation_json_path,modernised_txt_path,pre_modernisation_txt_path,annotations_legend_path,entities_legend_path,annotation_json_found,modernised_txt_found,pre_modernisation_txt_found,modernised_txt_in_export,annotations_legend_found,entities_legend_found,reviewer_name,modernised_text_available,n_modernised_tokens,n_modernised_characters,n_modernised_characters_without_whitespace,n_modernised_lines,pre_modernisation_text_available,n_pre_modernisation_tokens,n_pre_modernisation_characters,n_pre_modernisation_characters_without_whitespace,n_pre_modernisation_lines,token_count_method,feature_status,token_count_change,character_count_change,token_count_change_pct,character_count_change_pct,n_recorded_annotations,n_recorded_assignments,n_included_assignments,n_included_annotations,n_excluded_assignments,n_originally_invalid_assignments,n_corrected_assignments,n_accepted_invalid_assignments,review_data_status,included_annotations_per_1000_tokens,included_assignments_per_1000_tokens
BnF_116_07,BnF_116_07_GT.txt,bnf_116,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_116_07_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_116_07_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_116_07/BnF_116_07_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,217,1274,1058,1,True,231,1342,1066,34,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-14,-68,-6.0606060606060606,-5.067064083457526,14,14,14,14,0,0,0,0,reviewed_with_annotations,64.51612903225806,64.51612903225806
BP_CM_R481_071_2,BP_CM_R481_071_2_GT.txt,bp_cm,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BP_CM_R481_071_2_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BP_CM_R481_071_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BP_CM_R481_071_2/BP_CM_R481_071_2_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,301,1612,1312,1,True,304,1493,1186,35,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-3,119,-0.986842105263158,7.970529135967849,18,22,22,18,0,0,0,0,reviewed_with_annotations,59.800664451827245,73.08970099667775
BnF_266_05,BnF_266_05_GT.txt,bnf_266,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_05_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_05/BnF_266_05_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,884,4726,3901,1,True,857,4460,3593,74,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,27,266,3.150525087514586,5.9641255605381165,100,192,192,100,0,0,0,0,reviewed_with_annotations,113.12217194570135,217.1945701357466
BnF_110_13,BnF_110_13_GT.txt,bnf_110,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_13_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_110_13/BnF_110_13_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,289,1601,1315,1,True,291,1575,1268,31,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-2,26,-0.6872852233676976,1.650793650793651,17,17,17,17,0,0,0,0,reviewed_with_annotations,58.8235294117647,58.8235294117647
AGN_Inquisicion_v1570A_exp134_fs159-160v_02,AGN_Inquisicion_v1570A_exp134_fs159-160v_02_GT.txt,agn_inquisicion,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Inquisicion_v1570A_exp134_fs159-160v_02_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Inquisicion_v1570A_exp134_fs159-160v_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/AGN_Inquisicion_v1570A_exp134_fs159-160v_02/AGN_Inquisicion_v1570A_exp134_fs159-160v_02_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,113,618,506,1,True,118,602,484,18,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-5,16,-4.23728813559322,2.6578073089701,6,6,6,6,0,0,0,0,reviewed_with_annotations,53.097345132743364,53.097345132743364
BnF_243_18,BnF_243_18_GT.txt,bnf_243,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_243_18_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_243_18_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_243_18/BnF_243_18_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,456,2865,2410,1,True,471,2837,2358,57,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-15,28,-3.1847133757961785,0.986958054282693,15,17,17,15,0,0,0,0,reviewed_with_annotations,32.89473684210526,37.280701754385966
AGN_Marina_v031A_exp02_fs85-92_11,AGN_Marina_v031A_exp02_fs85-92_11_GT.txt,agn_marina,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Marina_v031A_exp02_fs85-92_11_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Marina_v031A_exp02_fs85-92_11_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/AGN_Marina_v031A_exp02_fs85-92_11/AGN_Marina_v031A_exp02_fs85-92_11_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,122,753,632,1,True,127,743,616,24,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-5,10,-3.937007874015748,1.3458950201884252,7,7,7,7,0,0,0,0,reviewed_with_annotations,57.37704918032787,57.37704918032787
BnF_032_33,BnF_032_33_GT.txt,bnf_032,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_33_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_032_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_032_33/BnF_032_33_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,354,1847,1494,1,True,363,1688,1322,34,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-9,159,-2.479338842975207,9.419431279620854,42,51,51,42,0,0,0,0,reviewed_with_annotations,118.64406779661017,144.0677966101695
BnF_167_29,BnF_167_29_GT.txt,bnf_167,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_29_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_167_29_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_167_29/BnF_167_29_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,285,1514,1229,1,True,292,1537,1241,27,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-7,-23,-2.3972602739726026,-1.4964216005204944,9,9,9,9,0,0,0,0,reviewed_with_annotations,31.578947368421055,31.578947368421055
BnF_075_003,BnF_075_003_GT.txt,bnf_075,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_003_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_003_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_075_003/BnF_075_003_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,289,1551,1263,1,True,298,1423,1121,35,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-9,128,-3.02013422818792,8.995080815179199,50,51,51,50,0,0,0,0,reviewed_with_annotations,173.01038062283735,176.47058823529412
BnF_116_08,BnF_116_08_GT.txt,bnf_116,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_116_08_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_116_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_116_08/BnF_116_08_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,43,223,181,1,True,46,236,181,5,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-3,-13,-6.521739130434782,-5.508474576271186,5,6,6,5,0,0,0,0,reviewed_with_annotations,116.27906976744185,139.53488372093022
Mechoacan_Yurirapundaro_1,Mechoacan_Yurirapundaro_1_GT.txt,mechoacan_yurirapundaro,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/Mechoacan_Yurirapundaro_1_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/Mechoacan_Yurirapundaro_1_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/Mechoacan_Yurirapundaro_1/Mechoacan_Yurirapundaro_1_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,321,2031,1711,1,True,326,2014,1684,42,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-5,17,-1.5337423312883436,0.8440913604766633,20,20,20,20,0,0,0,0,reviewed_with_annotations,62.30529595015577,62.30529595015577
BnF_267_15,BnF_267_15_GT.txt,bnf_267,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_267_15_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_267_15_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_267_15/BnF_267_15_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,232,1356,1101,1,True,219,987,743,70,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,13,369,5.93607305936073,37.38601823708207,23,23,23,23,0,0,0,0,reviewed_with_annotations,99.13793103448276,99.13793103448276
AGI_CONTRATACION_1183_N8_78,AGI_CONTRATACION_1183_N8_78_GT.txt,agi_contratacion,3,GPT OSS 120B · 8 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1183_N8_78_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_CONTRATACION_1183_N8_78_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/AGI_CONTRATACION_1183_N8_78/AGI_CONTRATACION_1183_N8_78_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,137,743,607,34,True,137,751,614,34,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,0,-8,0.0,-1.0652463382157125,30,30,30,30,0,0,0,0,reviewed_with_annotations,218.97810218978103,218.97810218978103
BnF_266_06,BnF_266_06_GT.txt,bnf_266,3,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_06_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_266_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/BnF_266_06/BnF_266_06_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,822,4558,3737,1,True,860,4507,3630,81,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-38,51,-4.418604651162791,1.1315731084978922,17,18,18,17,0,0,0,0,reviewed_with_annotations,20.68126520681265,21.897810218978105
AGI_GUADALAJARA_230_L2_F_45V-46V_2,AGI_GUADALAJARA_230_L2_F_45V-46V_2_GT.txt,agi_guadalajara,3,GPT OSS 120B · 8 000 TPM,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_GUADALAJARA_230_L2_F_45V-46V_2_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_GUADALAJARA_230_L2_F_45V-46V_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/AGI_GUADALAJARA_230_L2_F_45V-46V_2/AGI_GUADALAJARA_230_L2_F_45V-46V_2_GT.txt,intermediate/extracted_exports/reviewer_packet_3/01_ANNOTATOR_2026-07-29T19_32_36_106Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_3_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Adriana,True,122,666,537,21,True,198,1043,816,29,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-76,-377,-38.38383838383838,-36.145733461169705,11,11,11,11,0,0,0,0,reviewed_with_annotations,90.16393442622952,90.16393442622952
BnF_174_03,BnF_174_03_GT.txt,bnf_174,4,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_03_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_174_03_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_174_03/BnF_174_03_GT.txt,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Arturo,True,701,3777,3077,1,True,724,3807,3081,65,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-23,-30,-3.1767955801104977,-0.7880220646178092,96,104,104,96,0,0,0,0,reviewed_with_annotations,136.9472182596291,148.35948644793154
AGN_Indios_v009_exp002_fs3v-4_01,AGN_Indios_v009_exp002_fs3v-4_01_GT.txt,agn_indios,4,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Indios_v009_exp002_fs3v-4_01_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Indios_v009_exp002_fs3v-4_01_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGN_Indios_v009_exp002_fs3v-4_01/AGN_Indios_v009_exp002_fs3v-4_01_GT.txt,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Arturo,True,252,1412,1161,1,True,265,1358,1089,42,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-13,54,-4.905660377358491,3.976435935198821,23,27,27,23,0,0,0,0,reviewed_with_annotations,91.26984126984127,107.14285714285714
BnF_075_035,BnF_075_035_GT.txt,bnf_075,4,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_035_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_035_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_075_035/BnF_075_035_GT.txt,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Arturo,True,219,1223,1005,1,True,217,1161,933,28,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,2,62,0.9216589861751152,5.340223944875108,36,41,41,36,0,0,0,0,reviewed_with_annotations,164.3835616438356,187.21461187214612
BnF_112_02,BnF_112_02_GT.txt,bnf_112,4,GPT OSS 120B · 8 000 TPM,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_112_02/BnF_112_02_GT.txt,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Arturo,True,290,1542,1247,38,True,295,1565,1260,41,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-5,-23,-1.694915254237288,-1.4696485623003197,86,108,108,86,0,0,0,0,reviewed_with_annotations,296.551724137931,372.4137931034483
BnF_118_08,BnF_118_08_GT.txt,bnf_118,4,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_08_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/BnF_118_08/BnF_118_08_GT.txt,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Arturo,True,268,1381,1113,1,True,263,1304,1038,27,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,5,77,1.9011406844106464,5.904907975460123,48,49,49,48,0,0,0,0,reviewed_with_annotations,179.1044776119403,182.83582089552237
Mechoacan_Yurirapundaro_2,Mechoacan_Yurirapundaro_2_GT.txt,mechoacan_yurirapundaro,4,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/Mechoacan_Yurirapundaro_2_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/Mechoacan_Yurirapundaro_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/Mechoacan_Yurirapundaro_2/Mechoacan_Yurirapundaro_2_GT.txt,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Arturo,True,54,322,269,1,True,57,325,268,8,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-3,-3,-5.263157894736842,-0.9230769230769232,10,12,12,10,0,0,0,0,reviewed_with_annotations,185.18518518518516,222.2222222222222
AGS_CE_RG_L379_02,AGS_CE_RG_L379_02_GT.txt,ags_ce,4,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGS_CE_RG_L379_02_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/ANN_Documents/AGS_CE_RG_L379_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/AGS_CE_RG_L379_02/AGS_CE_RG_L379_02_GT.txt,intermediate/extracted_exports/reviewer_packet_4/01_ANNOTATOR_2026-07-31T19_55_33_452Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_4_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Arturo,True,190,1119,930,1,True,197,1084,885,35,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-7,35,-3.5532994923857872,3.2287822878228782,13,14,14,13,0,0,0,0,reviewed_with_annotations,68.42105263157895,73.68421052631578
