filename_stem,filename,archive,reviewer_packet,model,annotation_json_path,modernised_txt_path,pre_modernisation_txt_path,annotations_legend_path,entities_legend_path,annotation_json_found,modernised_txt_found,pre_modernisation_txt_found,modernised_txt_in_export,annotations_legend_found,entities_legend_found,reviewer_name,modernised_text_available,n_modernised_tokens,n_modernised_characters,n_modernised_characters_without_whitespace,n_modernised_lines,pre_modernisation_text_available,n_pre_modernisation_tokens,n_pre_modernisation_characters,n_pre_modernisation_characters_without_whitespace,n_pre_modernisation_lines,token_count_method,feature_status,token_count_change,character_count_change,token_count_change_pct,character_count_change_pct,n_recorded_annotations,n_recorded_assignments,n_included_assignments,n_included_annotations,n_excluded_assignments,n_originally_invalid_assignments,n_corrected_assignments,n_accepted_invalid_assignments,review_data_status,included_annotations_per_1000_tokens,included_assignments_per_1000_tokens
BnF_264_12,BnF_264_12_GT.txt,bnf_264,5,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_264_12_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_264_12_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_264_12/BnF_264_12_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,819,4550,3732,1,True,1007,5378,4294,133,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-188,-828,-18.669314796425024,-15.396058014131649,28,32,32,28,0,0,0,0,reviewed_with_annotations,34.188034188034194,39.072039072039075
BnF_116_06,BnF_116_06_GT.txt,bnf_116,5,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_116_06_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_116_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_116_06/BnF_116_06_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,133,832,700,1,True,145,853,703,24,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-12,-21,-8.275862068965518,-2.46189917936694,2,2,2,2,0,0,0,0,reviewed_with_annotations,15.037593984962406,15.037593984962406
BnF_119-148_13,BnF_119-148_13_GT.txt,bnf_119-148,5,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_13_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_119-148_13_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_119-148_13/BnF_119-148_13_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,279,1478,1200,1,True,285,1415,1126,16,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-6,63,-2.1052631578947367,4.452296819787986,4,5,5,4,0,0,0,0,reviewed_with_annotations,14.336917562724015,17.921146953405017
BnF_244_05,BnF_244_05_GT.txt,bnf_244,5,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_244_05_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_244_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_244_05/BnF_244_05_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,280,1508,1229,1,True,294,1541,1244,50,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-14,-33,-4.761904761904762,-2.1414665801427644,12,12,12,12,0,0,0,0,reviewed_with_annotations,42.857142857142854,42.857142857142854
utblac_wbs_888_duplicated_2,utblac_wbs_888_duplicated_2_GT.txt,utblac_wbs,5,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/utblac_wbs_888_duplicated_2_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/utblac_wbs_888_duplicated_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/utblac_wbs_888_duplicated_2/utblac_wbs_888_duplicated_2_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,17,97,81,1,True,18,96,76,5,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-1,1,-5.555555555555555,1.0416666666666663,0,0,0,0,0,0,0,0,reviewed_no_annotations,0.0,0.0
BnF_118_06,BnF_118_06_GT.txt,bnf_118,5,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_06_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_118_06_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_118_06/BnF_118_06_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,279,1455,1177,1,True,282,1413,1126,32,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-3,42,-1.0638297872340423,2.9723991507431,8,10,10,8,0,0,0,0,reviewed_with_annotations,28.67383512544803,35.842293906810035
BnF_244_04,BnF_244_04_GT.txt,bnf_244,5,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_244_04_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_244_04_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_244_04/BnF_244_04_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,291,1548,1258,1,True,303,1579,1273,50,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-12,-31,-3.96039603960396,-1.9632678910702976,23,23,23,23,0,0,0,0,reviewed_with_annotations,79.03780068728523,79.03780068728523
BnF_112_23,BnF_112_23_GT.txt,bnf_112,5,GPT OSS 120B · 8 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_23_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_112_23_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_112_23/BnF_112_23_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,390,1979,1583,46,True,391,1985,1582,45,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-1,-6,-0.2557544757033248,-0.3022670025188916,77,81,81,77,0,0,0,0,reviewed_with_annotations,197.43589743589743,207.6923076923077
BnF_030_21,BnF_030_21_GT.txt,bnf_030,5,GPT OSS 120B · 8 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_030_21_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_030_21_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/BnF_030_21/BnF_030_21_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,453,2404,1944,9,True,459,2400,1921,36,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-6,4,-1.30718954248366,0.1666666666666666,44,53,53,44,0,0,0,0,reviewed_with_annotations,97.13024282560706,116.99779249448123
AGN_GralParte_v001_exp1020_02,AGN_GralParte_v001_exp1020_02_GT.txt,agn_gralparte,5,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_GralParte_v001_exp1020_02_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_GralParte_v001_exp1020_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/AGN_GralParte_v001_exp1020_02/AGN_GralParte_v001_exp1020_02_GT.txt,intermediate/extracted_exports/reviewer_packet_5/01_ANNOTATOR_2026-07-29T20_24_06_750Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_5_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Edna,True,38,197,160,1,True,42,189,147,3,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-4,8,-9.523809523809524,4.232804232804233,5,9,9,5,0,0,0,0,reviewed_with_annotations,131.57894736842104,236.8421052631579
UIA_Ms149_Exp3_31,UIA_Ms149_Exp3_31_GT.txt,uia_ms149,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_31_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_31_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/UIA_Ms149_Exp3_31/UIA_Ms149_Exp3_31_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,282,1630,1349,1,True,292,1625,1318,27,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-10,5,-3.4246575342465757,0.3076923076923077,15,16,16,15,0,0,0,0,reviewed_with_annotations,53.191489361702125,56.737588652482266
BnF_075_014,BnF_075_014_GT.txt,bnf_075,6,GPT OSS 120B · 8 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_014_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_075_014_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_075_014/BnF_075_014_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,383,1954,1568,7,True,380,1927,1540,45,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,3,27,0.7894736842105263,1.401141670991178,37,41,41,37,0,0,0,0,reviewed_with_annotations,96.60574412532637,107.04960835509138
AGI_INDIFERENTE_2065_N45_11,AGI_INDIFERENTE_2065_N45_11_GT.txt,agi_indiferente,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_INDIFERENTE_2065_N45_11_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGI_INDIFERENTE_2065_N45_11_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGI_INDIFERENTE_2065_N45_11/AGI_INDIFERENTE_2065_N45_11_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,169,903,735,1,True,175,883,707,32,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-6,20,-3.428571428571429,2.2650056625141564,10,11,11,10,0,0,0,0,reviewed_with_annotations,59.171597633136095,65.08875739644971
BnF_110_09,BnF_110_09_GT.txt,bnf_110,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_09_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_09_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_110_09/BnF_110_09_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,369,1974,1606,1,True,362,1839,1466,40,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,7,135,1.9337016574585637,7.3409461663947795,17,18,18,17,0,0,0,0,reviewed_with_annotations,46.070460704607044,48.78048780487805
BnF_283_05,BnF_283_05_GT.txt,bnf_283,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_05_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_283_05_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_283_05/BnF_283_05_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,564,3210,2648,1,True,576,3138,2560,52,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-12,72,-2.083333333333333,2.294455066921606,5,8,8,5,0,0,0,0,reviewed_with_annotations,8.865248226950355,14.184397163120567
BnF_111_27,BnF_111_27_GT.txt,bnf_111,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_111_27_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_111_27_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_111_27/BnF_111_27_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,570,2900,2331,1,True,592,2720,2121,70,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-22,180,-3.716216216216216,6.61764705882353,31,35,35,31,0,0,0,0,reviewed_with_annotations,54.385964912280706,61.40350877192982
AGN_Indios_v019_exp354_2,AGN_Indios_v019_exp354_2_GT.txt,agn_indios,6,GPT OSS 120B · 8 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Indios_v019_exp354_2_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Indios_v019_exp354_2_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_Indios_v019_exp354_2/AGN_Indios_v019_exp354_2_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,559,2941,2379,31,True,559,2900,2332,61,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,0,41,0.0,1.4137931034482758,87,90,90,87,0,0,0,0,reviewed_with_annotations,155.6350626118068,161.00178890876566
BnF_110_33,BnF_110_33_GT.txt,bnf_110,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_33_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_110_33_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_110_33/BnF_110_33_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,131,650,520,1,True,134,640,504,18,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-3,10,-2.238805970149253,1.5625,10,10,10,10,0,0,0,0,reviewed_with_annotations,76.33587786259542,76.33587786259542
UIA_Ms149_Exp3_04,UIA_Ms149_Exp3_04_GT.txt,uia_ms149,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_04_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/UIA_Ms149_Exp3_04_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/UIA_Ms149_Exp3_04/UIA_Ms149_Exp3_04_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,285,1662,1378,1,True,296,1647,1339,28,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-11,15,-3.716216216216216,0.9107468123861568,10,11,11,10,0,0,0,0,reviewed_with_annotations,35.08771929824561,38.59649122807018
AGN_Mercedes_v003_exp520,AGN_Mercedes_v003_exp520_GT.txt,agn_mercedes,6,GPT OSS 120B · 8 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Mercedes_v003_exp520_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_Mercedes_v003_exp520_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_Mercedes_v003_exp520/AGN_Mercedes_v003_exp520_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,455,2220,1765,49,True,444,2191,1732,49,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,11,29,2.477477477477477,1.323596531264263,109,122,122,109,0,0,0,0,reviewed_with_annotations,239.56043956043956,268.13186813186815
AGN_RealesCedDup_v016_exp515,AGN_RealesCedDup_v016_exp515_GT.txt,agn_realesceddup,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v016_exp515_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v016_exp515_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v016_exp515/AGN_RealesCedDup_v016_exp515_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,316,1796,1481,1,True,318,1667,1331,45,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-2,129,-0.628930817610063,7.738452309538093,3,3,3,3,0,0,0,0,reviewed_with_annotations,9.49367088607595,9.49367088607595
BnF_244_02,BnF_244_02_GT.txt,bnf_244,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_244_02_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_244_02_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_244_02/BnF_244_02_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,146,793,645,1,True,156,816,656,24,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-10,-23,-6.41025641025641,-2.8186274509803924,3,3,3,3,0,0,0,0,reviewed_with_annotations,20.54794520547945,20.54794520547945
AGN_RealesCedDup_v003_exp334,AGN_RealesCedDup_v003_exp334_GT.txt,agn_realesceddup,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v003_exp334_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/AGN_RealesCedDup_v003_exp334_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/AGN_RealesCedDup_v003_exp334/AGN_RealesCedDup_v003_exp334_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,338,1844,1507,1,True,361,1800,1421,56,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,-23,44,-6.3711911357340725,2.4444444444444446,7,7,7,7,0,0,0,0,reviewed_with_annotations,20.710059171597635,20.710059171597635
BnF_117_14,BnF_117_14_GT.txt,bnf_117,6,Llama 3.3 70B · 12 000 TPM,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_14_GT_moderno.ann.json,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/ANN_Documents/BnF_117_14_GT_moderno.txt,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/BnF_117_14/BnF_117_14_GT.txt,intermediate/extracted_exports/reviewer_packet_6/01_ANNOTATOR_2026-07-27T17_22_04_247Z_data_export/data_ANN_export_anotations/annotations-legend.json,raw/evaluacion_modernizador/modernisation_reviewer_6_packet/entities-legends_Modernizador.json,True,True,True,True,True,True,Alba,True,334,1822,1490,1,True,332,1739,1398,35,unicode_word_regex_with_internal_apostrophes_and_hyphens,complete,2,83,0.6024096385542169,4.772857964347326,7,7,7,7,0,0,0,0,reviewed_with_annotations,20.958083832335326,20.958083832335326
