pattern_row_id,analysis_scope,model,normalised_annotated_form,effective_error_category,effective_subrule,distinct_annotations,affected_documents,affected_reviewers,affected_archives,example_surface_forms,example_documents,reviewers,archives,all_form_annotations,rule_share_for_form,rule_share_wilson_lower_95,recurrent_across_documents_and_reviewers
5025,model,GPT OSS 120B · 8 000 TPM,sujetos. decimos,Puntuación,No sub-rule assigned,1,1,1,1,sujetos. decimos,BnF_116_02,Paco,bnf_116,1,1.0,0.20654931437723742,False
5026,all_models,ALL_MODELS,superã¡vit.,Cambios,Otros,1,1,1,1,superÃ¡vit.,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
5027,model,GPT OSS 120B · 8 000 TPM,superã¡vit.,Cambios,Otros,1,1,1,1,superÃ¡vit.,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
5028,all_models,ALL_MODELS,suplica,Abreviaturas,Expansión completa,1,1,1,1,suplica,BnF_110_29,Paloma,bnf_110,1,1.0,0.20654931437723742,False
5029,model,Llama 3.3 70B · 12 000 TPM,suplica,Abreviaturas,Expansión completa,1,1,1,1,suplica,BnF_110_29,Paloma,bnf_110,1,1.0,0.20654931437723742,False
5030,all_models,ALL_MODELS,suplico,Acentuación,No sub-rule assigned,1,1,1,1,suplico,BnF_113_04,Paco,bnf_113,1,1.0,0.20654931437723742,False
5031,model,GPT OSS 120B · 8 000 TPM,suplico,Acentuación,No sub-rule assigned,1,1,1,1,suplico,BnF_113_04,Paco,bnf_113,1,1.0,0.20654931437723742,False
5032,all_models,ALL_MODELS,suplico. sea,Filológicas - instrucciones,No sub-rule assigned,1,1,1,1,suplico. sea,BnF_112_25,Paco,bnf_112,1,1.0,0.20654931437723742,False
5033,model,GPT OSS 120B · 8 000 TPM,suplico. sea,Filológicas - instrucciones,No sub-rule assigned,1,1,1,1,suplico. sea,BnF_112_25,Paco,bnf_112,1,1.0,0.20654931437723742,False
5034,all_models,ALL_MODELS,suplico. sea,Puntuación,Punto (.),1,1,1,1,suplico. sea,BnF_112_25,Paco,bnf_112,1,1.0,0.20654931437723742,False
5035,model,GPT OSS 120B · 8 000 TPM,suplico. sea,Puntuación,Punto (.),1,1,1,1,suplico. sea,BnF_112_25,Paco,bnf_112,1,1.0,0.20654931437723742,False
5036,all_models,ALL_MODELS,suposiciã³n,Cambios,Otros,1,1,1,1,suposiciÃ³n,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
5037,model,Llama 3.3 70B · 12 000 TPM,suposiciã³n,Cambios,Otros,1,1,1,1,suposiciÃ³n,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
5038,all_models,ALL_MODELS,suposiciã³n,Cambios,Sustitución,1,1,1,1,suposiciÃ³n,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
5039,model,Llama 3.3 70B · 12 000 TPM,suposiciã³n,Cambios,Sustitución,1,1,1,1,suposiciÃ³n,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
5040,all_models,ALL_MODELS,surtir,Cambios,Sustitución,1,1,1,1,surtir,BP_CM_R481_016,Arturo,bp_cm,1,1.0,0.20654931437723742,False
5041,model,Llama 3.3 70B · 12 000 TPM,surtir,Cambios,Sustitución,1,1,1,1,surtir,BP_CM_R481_016,Arturo,bp_cm,1,1.0,0.20654931437723742,False
5042,model,GPT OSS 120B · 8 000 TPM,sus,Cambios,Deleción,1,1,1,1,sus,AGI_PATRONATO_182_R3_04,Paco,agi_patronato,1,1.0,0.20654931437723742,False
5043,model,Llama 3.3 70B · 12 000 TPM,sus,Cambios,Otros,1,1,1,1,sus,AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
5044,all_models,ALL_MODELS,suscripción,Cambios,Sustitución,1,1,1,1,suscripción,BnF_032_39,Paloma,bnf_032,1,1.0,0.20654931437723742,False
5045,model,Llama 3.3 70B · 12 000 TPM,suscripción,Cambios,Sustitución,1,1,1,1,suscripción,BnF_032_39,Paloma,bnf_032,1,1.0,0.20654931437723742,False
5046,all_models,ALL_MODELS,suso de,Cambios,Sustitución,1,1,1,1,suso de,BnF_030_20,Paloma,bnf_030,1,1.0,0.20654931437723742,False
5047,model,GPT OSS 120B · 8 000 TPM,suso de,Cambios,Sustitución,1,1,1,1,suso de,BnF_030_20,Paloma,bnf_030,1,1.0,0.20654931437723742,False
5048,all_models,ALL_MODELS,suso dho,Abreviaturas,Expansión completa,1,1,1,1,suso dho,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup,1,1.0,0.20654931437723742,False
5049,model,GPT OSS 120B · 8 000 TPM,suso dho,Abreviaturas,Expansión completa,1,1,1,1,suso dho,AGN_RealesCedDup_v050_exp062,Paloma,agn_realesceddup,1,1.0,0.20654931437723742,False
5050,all_models,ALL_MODELS,suso dicho,Cambios,Inserción,1,1,1,1,suso dicho,BnF_394_05,Flor,bnf_394,1,1.0,0.20654931437723742,False
5051,model,Llama 3.3 70B · 12 000 TPM,suso dicho,Cambios,Inserción,1,1,1,1,suso dicho,BnF_394_05,Flor,bnf_394,1,1.0,0.20654931437723742,False
5052,all_models,ALL_MODELS,susodicho,Cambios,Deleción,1,1,1,1,susodicho,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus,1,1.0,0.20654931437723742,False
5053,model,Llama 3.3 70B · 12 000 TPM,susodicho,Cambios,Deleción,1,1,1,1,susodicho,AGN_HospJesus_c474_leg267-2_exp024_7473-7537_10,Arturo,agn_hospjesus,1,1.0,0.20654931437723742,False
5054,all_models,ALL_MODELS,suyo,Cambios,Sustitución,1,1,1,1,suyo,BnF_113_04,Paco,bnf_113,1,1.0,0.20654931437723742,False
5055,model,GPT OSS 120B · 8 000 TPM,suyo,Cambios,Sustitución,1,1,1,1,suyo,BnF_113_04,Paco,bnf_113,1,1.0,0.20654931437723742,False
5056,all_models,ALL_MODELS,suyo. las,Puntuación,Punto (.),1,1,1,1,suyo. las,BnF_112_25,Paco,bnf_112,1,1.0,0.20654931437723742,False
5057,model,GPT OSS 120B · 8 000 TPM,suyo. las,Puntuación,Punto (.),1,1,1,1,suyo. las,BnF_112_25,Paco,bnf_112,1,1.0,0.20654931437723742,False
5058,all_models,ALL_MODELS,sã­,Cambios,Sustitución,1,1,1,1,sÃ­,AGN_Mercedes_v003_exp520,Alba,agn_mercedes,1,1.0,0.20654931437723742,False
5059,model,GPT OSS 120B · 8 000 TPM,sã­,Cambios,Sustitución,1,1,1,1,sÃ­,AGN_Mercedes_v003_exp520,Alba,agn_mercedes,1,1.0,0.20654931437723742,False
5060,all_models,ALL_MODELS,sí,Acentuación,No sub-rule assigned,1,1,1,1,sí,AGI_PATRONATO_181_R13_1,Paloma,agi_patronato,1,1.0,0.20654931437723742,False
5061,model,GPT OSS 120B · 8 000 TPM,sí,Acentuación,No sub-rule assigned,1,1,1,1,sí,AGI_PATRONATO_181_R13_1,Paloma,agi_patronato,1,1.0,0.20654931437723742,False
5062,all_models,ALL_MODELS,ta,Cambios,Otros,1,1,1,1,ta,BNE_ms3047_4,Javier,bne_ms3047,1,1.0,0.20654931437723742,False
5063,model,GPT OSS 120B · 8 000 TPM,ta,Cambios,Otros,1,1,1,1,ta,BNE_ms3047_4,Javier,bne_ms3047,1,1.0,0.20654931437723742,False
5064,all_models,ALL_MODELS,tal alma,Cambios,Inserción,1,1,1,1,tal alma,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
5065,model,GPT OSS 120B · 8 000 TPM,tal alma,Cambios,Inserción,1,1,1,1,tal alma,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
5066,all_models,ALL_MODELS,tal alma,Cambios,Sustitución,1,1,1,1,tal alma,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
5067,model,GPT OSS 120B · 8 000 TPM,tal alma,Cambios,Sustitución,1,1,1,1,tal alma,BnF_030_27,Rodrigo,bnf_030,1,1.0,0.20654931437723742,False
5068,all_models,ALL_MODELS,"tal, yo",Puntuación,"Coma (,)",1,1,1,1,"tal, yo",BnF_118_08,Arturo,bnf_118,1,1.0,0.20654931437723742,False
5069,model,Llama 3.3 70B · 12 000 TPM,"tal, yo",Puntuación,"Coma (,)",1,1,1,1,"tal, yo",BnF_118_08,Arturo,bnf_118,1,1.0,0.20654931437723742,False
5070,all_models,ALL_MODELS,tambiã©n,Cambios,Otros,1,1,1,1,tambiÃ©n,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
5071,model,Llama 3.3 70B · 12 000 TPM,tambiã©n,Cambios,Otros,1,1,1,1,tambiÃ©n,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
5072,all_models,ALL_MODELS,tambiã©n,Cambios,Sustitución,1,1,1,1,tambiÃ©n,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
5073,model,Llama 3.3 70B · 12 000 TPM,tambiã©n,Cambios,Sustitución,1,1,1,1,tambiÃ©n,BnF_266_05,Adriana,bnf_266,1,1.0,0.20654931437723742,False
5074,all_models,ALL_MODELS,"también hesperides,",Cambios,Deleción,1,1,1,1,"también Hesperides,",BnF_264_02,Paloma,bnf_264,1,1.0,0.20654931437723742,False
5075,model,Llama 3.3 70B · 12 000 TPM,"también hesperides,",Cambios,Deleción,1,1,1,1,"también Hesperides,",BnF_264_02,Paloma,bnf_264,1,1.0,0.20654931437723742,False
5076,all_models,ALL_MODELS,tanto,Abreviaturas,Expansión completa,1,1,1,1,tanto,AGN_Indios_v019_exp354_2,Alba,agn_indios,1,1.0,0.20654931437723742,False
5077,model,GPT OSS 120B · 8 000 TPM,tanto,Abreviaturas,Expansión completa,1,1,1,1,tanto,AGN_Indios_v019_exp354_2,Alba,agn_indios,1,1.0,0.20654931437723742,False
5078,all_models,ALL_MODELS,tanto,Cambios,Sustitución,1,1,1,1,tanto,AGN_Indios_v019_exp354_2,Alba,agn_indios,1,1.0,0.20654931437723742,False
5079,model,GPT OSS 120B · 8 000 TPM,tanto,Cambios,Sustitución,1,1,1,1,tanto,AGN_Indios_v019_exp354_2,Alba,agn_indios,1,1.0,0.20654931437723742,False
5080,all_models,ALL_MODELS,tarde. salió,Puntuación,"Coma (,)",1,1,1,1,tarde. Salió,BnF_266_03,Rodrigo,bnf_266,1,1.0,0.20654931437723742,False
5081,model,Llama 3.3 70B · 12 000 TPM,tarde. salió,Puntuación,"Coma (,)",1,1,1,1,tarde. Salió,BnF_266_03,Rodrigo,bnf_266,1,1.0,0.20654931437723742,False
5082,all_models,ALL_MODELS,taron,Filológicas - mecánicas,Regularización de sibilantes,1,1,1,1,taron,BnF_113_22,Paloma,bnf_113,1,1.0,0.20654931437723742,False
5083,model,GPT OSS 120B · 8 000 TPM,taron,Filológicas - mecánicas,Regularización de sibilantes,1,1,1,1,taron,BnF_113_22,Paloma,bnf_113,1,1.0,0.20654931437723742,False
5084,all_models,ALL_MODELS,tavazco,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,Tavazco,BnF_264_03,Adriana,bnf_264,1,1.0,0.20654931437723742,False
5085,model,Llama 3.3 70B · 12 000 TPM,tavazco,Filológicas - instrucciones,Regularización de labiales (b/v),1,1,1,1,Tavazco,BnF_264_03,Adriana,bnf_264,1,1.0,0.20654931437723742,False
5086,all_models,ALL_MODELS,tazadamte. los,Puntuación,Punto (.),1,1,1,1,tazadamte. los,AGN_AHHacienda_v268_exp046_01,Adriana,agn_ahhacienda,1,1.0,0.20654931437723742,False
5087,model,GPT OSS 120B · 8 000 TPM,tazadamte. los,Puntuación,Punto (.),1,1,1,1,tazadamte. los,AGN_AHHacienda_v268_exp046_01,Adriana,agn_ahhacienda,1,1.0,0.20654931437723742,False
5088,all_models,ALL_MODELS,te,Abreviaturas,No sub-rule assigned,1,1,1,1,te,BnF_113_25,Flor,bnf_113,1,1.0,0.20654931437723742,False
5089,model,Llama 3.3 70B · 12 000 TPM,te,Abreviaturas,No sub-rule assigned,1,1,1,1,te,BnF_113_25,Flor,bnf_113,1,1.0,0.20654931437723742,False
5090,all_models,ALL_MODELS,tecaxiqui,Cambios,Otros,1,1,1,1,tecaxiqui,AGI_INDIFERENTE_1529_N36_07,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
5091,model,Llama 3.3 70B · 12 000 TPM,tecaxiqui,Cambios,Otros,1,1,1,1,tecaxiqui,AGI_INDIFERENTE_1529_N36_07,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
5092,all_models,ALL_MODELS,templo,Cambios,Sustitución,1,1,1,1,templo,AGI_PATRONATO_181_R13_1,Paloma,agi_patronato,1,1.0,0.20654931437723742,False
5093,model,GPT OSS 120B · 8 000 TPM,templo,Cambios,Sustitución,1,1,1,1,templo,AGI_PATRONATO_181_R13_1,Paloma,agi_patronato,1,1.0,0.20654931437723742,False
5094,all_models,ALL_MODELS,ten,Cambios,Deleción,1,1,1,1,Ten,BnF_030_20,Paloma,bnf_030,1,1.0,0.20654931437723742,False
5095,model,GPT OSS 120B · 8 000 TPM,ten,Cambios,Deleción,1,1,1,1,Ten,BnF_030_20,Paloma,bnf_030,1,1.0,0.20654931437723742,False
5096,all_models,ALL_MODELS,tendrã¡,Cambios,Otros,1,1,1,1,tendrÃ¡,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
5097,model,GPT OSS 120B · 8 000 TPM,tendrã¡,Cambios,Otros,1,1,1,1,tendrÃ¡,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
5098,all_models,ALL_MODELS,tener,Cambios,Deleción,1,1,1,1,tener,BnF_117_03,Arturo,bnf_117,1,1.0,0.20654931437723742,False
5099,model,Llama 3.3 70B · 12 000 TPM,tener,Cambios,Deleción,1,1,1,1,tener,BnF_117_03,Arturo,bnf_117,1,1.0,0.20654931437723742,False
5100,all_models,ALL_MODELS,tengais,Acentuación,No sub-rule assigned,1,1,1,1,tengais,AGN_Mercedes_v003_exp520,Alba,agn_mercedes,1,1.0,0.20654931437723742,False
5101,model,GPT OSS 120B · 8 000 TPM,tengais,Acentuación,No sub-rule assigned,1,1,1,1,tengais,AGN_Mercedes_v003_exp520,Alba,agn_mercedes,1,1.0,0.20654931437723742,False
5102,all_models,ALL_MODELS,tengo.,Puntuación,Punto (.),1,1,1,1,tengo.,AGN_Tierras_v039-2_exp003_41,Flor,agn_tierras,1,1.0,0.20654931437723742,False
5103,model,Llama 3.3 70B · 12 000 TPM,tengo.,Puntuación,Punto (.),1,1,1,1,tengo.,AGN_Tierras_v039-2_exp003_41,Flor,agn_tierras,1,1.0,0.20654931437723742,False
5104,all_models,ALL_MODELS,tenia,Acentuación,No sub-rule assigned,1,1,1,1,tenia,BnF_244_05,Edna,bnf_244,1,1.0,0.20654931437723742,False
5105,model,Llama 3.3 70B · 12 000 TPM,tenia,Acentuación,No sub-rule assigned,1,1,1,1,tenia,BnF_244_05,Edna,bnf_244,1,1.0,0.20654931437723742,False
5106,all_models,ALL_MODELS,tenido,Abreviaturas,Expansión completa,1,1,1,1,tenido,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
5107,model,GPT OSS 120B · 8 000 TPM,tenido,Abreviaturas,Expansión completa,1,1,1,1,tenido,AGN_Indios_v009_exp003_fs4v-5_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
5108,all_models,ALL_MODELS,"tenido, y",Cambios,Sustitución,1,1,1,1,"tenido, y",BnF_117_03,Arturo,bnf_117,1,1.0,0.20654931437723742,False
5109,model,Llama 3.3 70B · 12 000 TPM,"tenido, y",Cambios,Sustitución,1,1,1,1,"tenido, y",BnF_117_03,Arturo,bnf_117,1,1.0,0.20654931437723742,False
5110,all_models,ALL_MODELS,"tenido, y",Puntuación,"Coma (,)",1,1,1,1,"tenido, y",BnF_117_03,Arturo,bnf_117,1,1.0,0.20654931437723742,False
5111,model,Llama 3.3 70B · 12 000 TPM,"tenido, y",Puntuación,"Coma (,)",1,1,1,1,"tenido, y",BnF_117_03,Arturo,bnf_117,1,1.0,0.20654931437723742,False
5112,all_models,ALL_MODELS,tenie,Abreviaturas,Expansión completa,1,1,1,1,tenie,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
5113,model,GPT OSS 120B · 8 000 TPM,tenie,Abreviaturas,Expansión completa,1,1,1,1,tenie,BnF_032_36,Paco,bnf_032,1,1.0,0.20654931437723742,False
5114,model,GPT OSS 120B · 8 000 TPM,teniendo,Cambios,Sustitución,1,1,1,1,teniendo,AGI_GUADALAJARA_230_L2_F_45V-46V_2,Adriana,agi_guadalajara,1,1.0,0.20654931437723742,False
5115,model,Llama 3.3 70B · 12 000 TPM,teniendo,Cambios,Sustitución,1,1,1,1,teniendo,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs,1,1.0,0.20654931437723742,False
5116,all_models,ALL_MODELS,"teniente, lorenzo",Cambios,Deleción,1,1,1,1,"teniente, Lorenzo",BnF_032_33,Adriana,bnf_032,1,1.0,0.20654931437723742,False
5117,model,Llama 3.3 70B · 12 000 TPM,"teniente, lorenzo",Cambios,Deleción,1,1,1,1,"teniente, Lorenzo",BnF_032_33,Adriana,bnf_032,1,1.0,0.20654931437723742,False
5118,all_models,ALL_MODELS,teniente:,Puntuación,"Coma (,)",1,1,1,1,Teniente:,BnF_174_06,Javier,bnf_174,1,1.0,0.20654931437723742,False
5119,model,Llama 3.3 70B · 12 000 TPM,teniente:,Puntuación,"Coma (,)",1,1,1,1,Teniente:,BnF_174_06,Javier,bnf_174,1,1.0,0.20654931437723742,False
5120,all_models,ALL_MODELS,"tenor, del",Puntuación,"Coma (,)",1,1,1,1,"tenor, del",UIA_Ms149_Exp2_51,Arturo,uia_ms149,1,1.0,0.20654931437723742,False
5121,model,Llama 3.3 70B · 12 000 TPM,"tenor, del",Puntuación,"Coma (,)",1,1,1,1,"tenor, del",UIA_Ms149_Exp2_51,Arturo,uia_ms149,1,1.0,0.20654931437723742,False
5122,all_models,ALL_MODELS,"tentales, su",Puntuación,"Coma (,)",1,1,1,1,"tentales, su",AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
5123,model,Llama 3.3 70B · 12 000 TPM,"tentales, su",Puntuación,"Coma (,)",1,1,1,1,"tentales, su",AGI_INDIFERENTE_1529_N8_06,Rodrigo,agi_indiferente,1,1.0,0.20654931437723742,False
5124,all_models,ALL_MODELS,tenya,Filológicas - instrucciones,Regularización de i/y vocálicas,1,1,1,1,tenya,BnF_111_20,Flor,bnf_111,1,1.0,0.20654931437723742,False
5125,model,GPT OSS 120B · 8 000 TPM,tenya,Filológicas - instrucciones,Regularización de i/y vocálicas,1,1,1,1,tenya,BnF_111_20,Flor,bnf_111,1,1.0,0.20654931437723742,False
5126,all_models,ALL_MODELS,tenía,Cambios,Sustitución,1,1,1,1,tenía,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
5127,model,Llama 3.3 70B · 12 000 TPM,tenía,Cambios,Sustitución,1,1,1,1,tenía,AGN_GralParte_v006_exp617_02,Rodrigo,agn_gralparte,1,1.0,0.20654931437723742,False
5128,all_models,ALL_MODELS,teotlalco,Cambios,Deleción,1,1,1,1,Teotlalco,AGN_RealesCedDup_v003_exp334,Alba,agn_realesceddup,1,1.0,0.20654931437723742,False
5129,model,Llama 3.3 70B · 12 000 TPM,teotlalco,Cambios,Deleción,1,1,1,1,Teotlalco,AGN_RealesCedDup_v003_exp334,Alba,agn_realesceddup,1,1.0,0.20654931437723742,False
5130,all_models,ALL_MODELS,tepozotlán,Filológicas - instrucciones,No modificar otros idiomas,1,1,1,1,Tepozotlán,utblac_eog_j_04_duplicated_02,Arturo,utblac_eog,1,1.0,0.20654931437723742,False
5131,model,Llama 3.3 70B · 12 000 TPM,tepozotlán,Filológicas - instrucciones,No modificar otros idiomas,1,1,1,1,Tepozotlán,utblac_eog_j_04_duplicated_02,Arturo,utblac_eog,1,1.0,0.20654931437723742,False
5132,all_models,ALL_MODELS,"tepozotlán, hay",Puntuación,"Coma (,)",1,1,1,1,"Tepozotlán, hay",AGN_Indios_v009_exp002_fs3v-4_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
5133,model,Llama 3.3 70B · 12 000 TPM,"tepozotlán, hay",Puntuación,"Coma (,)",1,1,1,1,"Tepozotlán, hay",AGN_Indios_v009_exp002_fs3v-4_01,Arturo,agn_indios,1,1.0,0.20654931437723742,False
5134,all_models,ALL_MODELS,tequioau,Filológicas - instrucciones,No modificar otros idiomas,1,1,1,1,tequioau,BnF_032_23,Arturo,bnf_032,1,1.0,0.20654931437723742,False
5135,model,Llama 3.3 70B · 12 000 TPM,tequioau,Filológicas - instrucciones,No modificar otros idiomas,1,1,1,1,tequioau,BnF_032_23,Arturo,bnf_032,1,1.0,0.20654931437723742,False
5136,all_models,ALL_MODELS,tercera,Cambios,Sustitución,1,1,1,1,tercera,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs,1,1.0,0.20654931437723742,False
5137,model,Llama 3.3 70B · 12 000 TPM,tercera,Cambios,Sustitución,1,1,1,1,tercera,utblac_wbs_1433_duplicated_1,Rodrigo,utblac_wbs,1,1.0,0.20654931437723742,False
5138,all_models,ALL_MODELS,tercio,Cambios,Sustitución,1,1,1,1,tercio,AGN_Mercedes_v003_exp520,Alba,agn_mercedes,1,1.0,0.20654931437723742,False
5139,model,GPT OSS 120B · 8 000 TPM,tercio,Cambios,Sustitución,1,1,1,1,tercio,AGN_Mercedes_v003_exp520,Alba,agn_mercedes,1,1.0,0.20654931437723742,False
5140,all_models,ALL_MODELS,teremendo: guaniqueo: puruandiro: comanja: tirindaro: huirama,Cambios,Otros,1,1,1,1,teremendo: guaniqueo: puruandiro: comanJa: tirindaro: huirama,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
5141,model,GPT OSS 120B · 8 000 TPM,teremendo: guaniqueo: puruandiro: comanja: tirindaro: huirama,Cambios,Otros,1,1,1,1,teremendo: guaniqueo: puruandiro: comanJa: tirindaro: huirama,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
5142,all_models,ALL_MODELS,teremendo: guaniqueo: puruandiro: comanja: tirindaro: huirama,Puntuación,"Coma (,)",1,1,1,1,teremendo: guaniqueo: puruandiro: comanJa: tirindaro: huirama,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
5143,model,GPT OSS 120B · 8 000 TPM,teremendo: guaniqueo: puruandiro: comanja: tirindaro: huirama,Puntuación,"Coma (,)",1,1,1,1,teremendo: guaniqueo: puruandiro: comanJa: tirindaro: huirama,BNE_ms3047_1,Rodrigo,bne_ms3047,1,1.0,0.20654931437723742,False
5144,all_models,ALL_MODELS,tero,Abreviaturas,Expansión completa,1,1,1,1,tero,BP_CM_R494_156_2,Javier,bp_cm,1,1.0,0.20654931437723742,False
5145,model,Llama 3.3 70B · 12 000 TPM,tero,Abreviaturas,Expansión completa,1,1,1,1,tero,BP_CM_R494_156_2,Javier,bp_cm,1,1.0,0.20654931437723742,False
5146,all_models,ALL_MODELS,terra,Abreviaturas,No sub-rule assigned,1,1,1,1,terra,AGI_PATRONATO_181_R13_1,Paloma,agi_patronato,1,1.0,0.20654931437723742,False
5147,model,GPT OSS 120B · 8 000 TPM,terra,Abreviaturas,No sub-rule assigned,1,1,1,1,terra,AGI_PATRONATO_181_R13_1,Paloma,agi_patronato,1,1.0,0.20654931437723742,False
5148,all_models,ALL_MODELS,terremotos,Cambios,Sustitución,1,1,1,1,terremotos,BP_CM_32386_007_2,Rodrigo,bp_cm,1,1.0,0.20654931437723742,False
5149,model,Llama 3.3 70B · 12 000 TPM,terremotos,Cambios,Sustitución,1,1,1,1,terremotos,BP_CM_32386_007_2,Rodrigo,bp_cm,1,1.0,0.20654931437723742,False
5150,all_models,ALL_MODELS,tes,Abreviaturas,Expansión completa,1,1,1,1,Tes,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda,1,1.0,0.20654931437723742,False
5151,model,GPT OSS 120B · 8 000 TPM,tes,Abreviaturas,Expansión completa,1,1,1,1,Tes,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda,1,1.0,0.20654931437723742,False
5152,all_models,ALL_MODELS,teso,Abreviaturas,Expansión completa,1,1,1,1,Teso,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda,1,1.0,0.20654931437723742,False
5153,model,GPT OSS 120B · 8 000 TPM,teso,Abreviaturas,Expansión completa,1,1,1,1,Teso,AGN_AHHacienda_v1292_exp135,Javier,agn_ahhacienda,1,1.0,0.20654931437723742,False
5154,all_models,ALL_MODELS,"testamento, y",Puntuación,"Coma (,)",1,1,1,1,"testamento, y",BnF_244_03,Arturo,bnf_244,1,1.0,0.20654931437723742,False
5155,model,Llama 3.3 70B · 12 000 TPM,"testamento, y",Puntuación,"Coma (,)",1,1,1,1,"testamento, y",BnF_244_03,Arturo,bnf_244,1,1.0,0.20654931437723742,False
5156,all_models,ALL_MODELS,testamo,Abreviaturas,No sub-rule assigned,1,1,1,1,testamo,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
5157,model,GPT OSS 120B · 8 000 TPM,testamo,Abreviaturas,No sub-rule assigned,1,1,1,1,testamo,BnF_112_04,Paloma,bnf_112,1,1.0,0.20654931437723742,False
5158,all_models,ALL_MODELS,testdo,Abreviaturas,Expansión completa,1,1,1,1,testdo,AGN_Inquisicion_v1568A_exp152_fs115-116v_03,Javier,agn_inquisicion,1,1.0,0.20654931437723742,False
5159,model,Llama 3.3 70B · 12 000 TPM,testdo,Abreviaturas,Expansión completa,1,1,1,1,testdo,AGN_Inquisicion_v1568A_exp152_fs115-116v_03,Javier,agn_inquisicion,1,1.0,0.20654931437723742,False
5160,all_models,ALL_MODELS,testigo,Abreviaturas,No sub-rule assigned,1,1,1,1,testigo,AGN_Inquisicion_v1570A_exp134_fs159-160v_04,Flor,agn_inquisicion,1,1.0,0.20654931437723742,False
5161,model,GPT OSS 120B · 8 000 TPM,testigo,Abreviaturas,No sub-rule assigned,1,1,1,1,testigo,AGN_Inquisicion_v1570A_exp134_fs159-160v_04,Flor,agn_inquisicion,1,1.0,0.20654931437723742,False
5162,all_models,ALL_MODELS,testigo sirvieron,Cambios,Deleción,1,1,1,1,testigo sirvieron,BnF_394_07,Rodrigo,bnf_394,1,1.0,0.20654931437723742,False
5163,model,Llama 3.3 70B · 12 000 TPM,testigo sirvieron,Cambios,Deleción,1,1,1,1,testigo sirvieron,BnF_394_07,Rodrigo,bnf_394,1,1.0,0.20654931437723742,False
5164,all_models,ALL_MODELS,testigos,Puntuación,No sub-rule assigned,1,1,1,1,testigos,AGN_AHHacienda_v268_exp046_03,Arturo,agn_ahhacienda,1,1.0,0.20654931437723742,False
5165,model,Llama 3.3 70B · 12 000 TPM,testigos,Puntuación,No sub-rule assigned,1,1,1,1,testigos,AGN_AHHacienda_v268_exp046_03,Arturo,agn_ahhacienda,1,1.0,0.20654931437723742,False
